Term,Subject,Number,CCN,Title,Type,Section#,Instructor,Meeting Times,Rejected Student Cnt,Enrollment Limit,Waitlist Limit Cnt,Enrollment Cnt,% Class Filled,% Class Filled,Waitlist Cnt,Include Sb Week Desc
2013 Spring,English,127,28147,Modern Poetry,Lecture,1,Charles Altieri,Mon Wed Fri 12:00p-01:00p,45,50,0,49,98,98,0,Week 04
2013 Spring,English,130B,28150,Amer Lit: 1800-1865,Lecture,1,Donald Mcquade,Tue Thu 12:30p-02:00p,38,60,0,60,100,100,0,Week 04
2013 Spring,English,130D,28153,Am Lit: 1900-45,Lecture,1,Kenneth Speirs,Tue Thu 12:30p-02:00p,69,59,0,59,100,100,0,Week 04
2013 Spring,English,132,28156,American Novel,Lecture,1,Todd Carmody,Tue Thu 03:30p-05:00p,42,30,0,30,100,100,0,Week 04
2013 Spring,English,133T,28159,Topics Af Am,Lecture,1,Nadia Ellis Russell,Tue Thu 11:00a-12:30p,10,30,0,30,100,100,1,Week 04
2013 Spring,English,135AC,28162,Lit Amer Cultures,Lecture,1,Bryan Wagner,Tue Thu 03:30p-05:00p,38,95,0,95,100,100,0,Week 04
2013 Spring,English,137T,28168,Topics Chic Lit/Cul,Lecture,1,Genaro Padilla,Tue Thu 12:30p-02:00p,21,35,0,35,100,100,0,Week 04
2013 Spring,English,138,28171,Stud Wor Lit Eng,Lecture,1,Sheila Boniface Davies,Tue Thu 02:00p-03:30p,17,24,0,24,100,100,0,Week 04
2013 Spring,English,141,28174,Modes Of Writing,Lecture,1,Melanie Chandra,Tue Thu 02:00p-03:30p,87,53,0,53,100,100,3,Week 04
2013 Spring,English,143A,28177,Short Fiction,Lecture,1,Vikram Chandra,Mon Wed 01:30p-03:00p,16,28,0,13,46.42857,46.42857,0,Week 04
2013 Spring,English,143A,28180,Short Fiction,Lecture,2,Bharati Blaise,Tue 03:30p-06:30p,4,28,0,15,53.57143,53.57143,0,Week 04
2013 Spring,English,143A,28183,Short Fiction,Lecture,3,Joyce Carol Smith,Thu 03:30p-06:30p,9,28,0,17,60.71429,60.71429,0,Week 04
2013 Spring,English,143B,28186,Verse,Lecture,1,John Shoptaw,Tue Thu 11:00a-12:30p,4,28,0,12,42.85714,42.85714,0,Week 04
2013 Spring,English,143N,28189,Prose Nonfiction,Lecture,1,Thomas Farber,Thu 03:30p-06:30p,2,28,0,15,53.57143,53.57143,0,Week 04
2013 Spring,English,143T,28192,Poetry Trans Wkshp,Lecture,1,Robert Hass,Tue Thu 12:30p-02:00p,2,28,0,11,39.28571,39.28571,0,Week 04
2013 Spring,English,165,28195,Special Topics,Seminar,1,John Campion,Mon Wed Fri 12:00p-01:00p,20,23,0,23,100,100,0,Week 04
2013 Spring,English,165,28197,Special Topics,Seminar,2,Anne-Lise Francois,Tue Thu 03:30p-05:00p,1,10,0,7,70,70,0,Week 04
2013 Spring,English,166,28198,Special Topics,Lecture,1,Todd Carmody,Tue Thu 09:30a-11:00a,3,13,0,13,100,100,0,Week 04
2013 Spring,English,166,28201,Special Topics,Lecture,2,Bharati Blaise,Tue Thu 12:30p-02:00p,28,44,0,44,100,100,0,Week 04
2013 Spring,English,166,28204,Special Topics,Lecture,3,Justin Eichenlaub,Tue Thu 03:30p-05:00p,20,30,0,29,96.66667,96.66667,0,Week 04
2013 Spring,English,166,28207,Special Topics,Lecture,4,Joseph Ring,Tue Thu 03:30p-05:00p,55,51,0,51,100,100,0,Week 04
2013 Spring,English,173,28210,Lang/Lit Of Films,Lecture,1,D Miller,Tue Thu 02:00p-03:30p,60,42,0,42,100,100,1,Week 04
2013 Spring,English,180A,28216,Autobiography,Lecture,1,Georgina Kleege,Tue Thu 03:30p-05:00p,6,49,0,49,100,100,0,Week 04
2013 Spring,English,180L,28219,Lyric Verse,Lecture,1,Jennifer Miller,Tue Thu 11:00a-12:30p,27,32,0,32,100,100,0,Week 04
2013 Spring,English,180N,28222,The Novel,Lecture,1,Kenneth Speirs,Tue Thu 09:30a-11:00a,40,56,0,55,98.21429,98.21429,0,Week 04
2013 Spring,English,180R,28225,Romance,Lecture,1,Joseph Ring,Tue Thu 12:30p-02:00p,34,40,0,40,100,100,0,Week 04
2013 Spring,English,190,28228,Research Seminar,Seminar,1,Mitchell Breitwieser,Mon Wed 12:00p-01:30p,12,24,0,24,100,100,0,Week 04
2013 Spring,English,190,28231,Research Seminar,Seminar,2,Mark Danner,Mon 03:00p-06:00p,2,12,0,11,91.66667,91.66667,0,Week 04
2013 Spring,English,190,28237,Research Seminar,Seminar,4,Kristin Hanson,Mon Wed 04:00p-05:30p,21,21,0,20,95.2381,95.2381,0,Week 04
2013 Spring,English,190,28240,Research Seminar,Seminar,6,Donald Mcquade,Tue Thu 09:30a-11:00a,2,8,0,7,87.5,87.5,0,Week 04
2013 Spring,English,190,28243,Research Seminar,Seminar,7,Megan Pugh,Tue Thu 09:30a-11:00a,3,6,0,6,100,100,0,Week 04
2013 Spring,English,190,28246,Research Seminar,Seminar,8,D Miller,Tue Thu 11:00a-12:30p,3,17,0,17,100,100,0,Week 04
2013 Spring,English,190,28249,Research Seminar,Seminar,9,Anne-Lise Francois,Tue Thu 12:30p-02:00p,16,23,0,23,100,100,0,Week 04
2013 Spring,English,190,28252,Research Seminar,Seminar,10,Elizabeth Abel,Tue Thu 02:00p-03:30p,22,24,0,24,100,100,0,Week 04
2013 Spring,English,190,28255,Research Seminar,Seminar,11,Kathleen Donegan,Tue Thu 02:00p-03:30p,2,14,0,14,100,100,0,Week 04
2013 Spring,English,190,28258,Research Seminar,Seminar,12,Robert Hirst,Tue Thu 02:00p-03:30p,12,23,0,23,100,100,0,Week 04
2013 Spring,English,190,28261,Research Seminar,Seminar,13,Jennifer Miller,Tue Thu 03:30p-05:00p,4,10,0,10,100,100,0,Week 04
2013 Spring,English,190,28264,Research Seminar,Seminar,14,Zachary Gordon,Tue Thu 05:00p-06:30p,6,14,0,14,100,100,0,Week 04
2013 Spring,English,190,28267,Research Seminar,Seminar,15,George Starr,Tue 06:00p-09:00p,5,17,0,17,100,100,0,Week 04
2013 Spring,English,190,28270,Research Seminar,Seminar,16,Julia Bader,Mon Wed 05:30p-07:00p,17,25,0,25,100,100,0,Week 04
2013 Spring,English,H195B,28276,Honors Course,Lecture,1,Eric Falci,Tue Thu 09:30a-11:00a,1,28,0,22,78.57143,78.57143,0,Week 04
2013 Spring,English,H195B,28279,Honors Course,Lecture,2,Scott Saul,Tue Thu 12:30p-02:00p,1,28,0,21,75,75,0,Week 04
2013 Spring,English,198,28288,Directed Group Stdy,Directed Group Study,3,Steven Lee,Tue 09:30a-11:00a,0,15,0,1,6.666667,6.666667,0,Week 04
2013 Spring,English,198,28291,Directed Group Stdy,Directed Group Study,4,Vikram Chandra,Mon 06:00p-08:00p,0,10,0,10,100,100,0,Week 04
2013 Spring,English,198,28294,Directed Group Stdy,Directed Group Study,5,Kathleen Donegan,Mon 06:00p-07:00p,0,10,0,8,80,80,0,Week 04
2013 Spring,English,198,28297,Directed Group Stdy,Directed Group Study,6,Steven Justice,Tue Thu 06:00p-07:00p,0,22,0,14,63.63636,63.63636,0,Week 04
2013 Spring,English,198,28300,Directed Group Stdy,Directed Group Study,7,Georgina Kleege,Tue 06:30p-08:00p,0,40,0,26,65,65,0,Week 04
2013 Spring,English,198,28303,Directed Group Stdy,Directed Group Study,8,David Marno,Mon 06:00p-08:00p,3,15,0,15,100,100,0,Week 04
2013 Spring,English,198,28306,Directed Group Stdy,Directed Group Study,9,Kent Puckett,Tue Thu 07:00p-09:00p,0,10,0,6,60,60,0,Week 04
2013 Spring,English,198,28309,Directed Group Stdy,Directed Group Study,10,Scott Saul,Mon Wed 05:00p-06:30p,0,15,0,4,26.66667,26.66667,0,Week 04
2013 Spring,English,198,28312,Directed Group Stdy,Directed Group Study,11,John Shoptaw,Tue Thu 06:00p-07:00p,0,20,0,9,45,45,0,Week 04
2013 Spring,English,198,28315,Directed Group Stdy,Directed Group Study,12,Bryan Wagner,Tue Wed 07:00p-08:30p,0,25,0,15,60,60,0,Week 04
2013 Spring,English,198,28333,Directed Group Stdy,Directed Group Study,18,Eric Falci,,0,180,0,160,88.88889,88.88889,0,Week 04
2013 Spring,English,198,28336,Directed Group Stdy,Directed Group Study,19,Genaro Padilla,Mon 12:00p-01:00p,0,25,20,13,52,52,0,Week 04
2013 Spring,English,203,28438,Graduate Readings,Lecture,1,Kathleen Donegan,Tue Thu 11:00a-12:30p,2,8,0,8,100,100,0,Week 04
2013 Spring,English,203,28441,Graduate Readings,Lecture,2,Steven Goldsmith,Tue Thu 02:00p-03:30p,11,16,0,16,100,100,0,Week 04
2013 Spring,English,203,28444,Graduate Readings,Lecture,3,Steven Lee,Fri 11:00a-02:00p,8,7,0,7,100,100,0,Week 04
2013 Spring,English,217,28447,Shakespeare,Lecture,1,Oliver Arnold,Mon 03:00p-06:00p,11,13,0,13,100,100,0,Week 04
2013 Spring,English,243B,28450,Poetry Workshop,Lecture,1,Robert Hass,Tue 03:30p-06:30p,1,28,0,11,39.28571,39.28571,0,Week 04
2013 Spring,English,246K,28453,Grad Pro-Seminars,Lecture,1,Catherine Flynn,Mon Wed 10:30a-12:00p,14,11,0,11,100,100,0,Week 04
2013 Spring,English,250,28456,Research Seminars,Seminar,1,Elizabeth Abel,Wed 01:00p-04:00p,13,12,0,12,100,100,0,Week 04
2013 Spring,English,250,28459,Research Seminars,Seminar,2,Jeffrey Knapp,Thu 03:30p-06:30p,5,5,0,5,100,100,0,Week 04
2013 Spring,English,310,28648,Field Studies,Field Work,1,David Landreth,,0,30,0,8,26.66667,26.66667,0,Week 04
2013 Spring,Philosophy,R1B,67103,Read & Comp Philos,Lecture,1,Joseph Barnes,Tue Thu 11:00a-12:30p,63,16,8,15,93.75,93.75,0,Week 04
2013 Spring,Philosophy,R1B,67106,Read & Comp Philos,Lecture,2,Joseph Barnes,Tue Thu 02:00p-03:30p,108,16,5,16,100,100,1,Week 04
2013 Spring,Philosophy,R1B,67109,Read & Comp Philos,Lecture,3,Joseph Barnes,Tue Thu 03:30p-05:00p,51,15,5,14,93.33333,93.33333,0,Week 04
2013 Spring,Philosophy,3,67112,Nature Of Mind,Lecture,1,Robert Noe,Mon Wed Fri 04:00p-05:00p,62,95,15,91,95.78947,95.78947,0,Week 04
2013 Spring,Philosophy,4,67127,Knowledge Its Limit,Lecture,1,Wesley Holliday,Mon Wed Fri 10:00a-11:00a,0,100,10,78,78,78,0,Week 04
2013 Spring,Philosophy,11,67142,Intro Phil Religion,Lecture,1,Lara Buchak,Mon Wed Fri 12:00p-01:00p,22,93,10,90,96.77419,96.77419,0,Week 04
2013 Spring,Philosophy,12A,67157,Intro To Logic,Lecture,1,Daniel Warren,Mon Wed Fri 01:00p-02:00p,160,146,0,143,97.94521,97.94521,0,Week 04
2013 Spring,Philosophy,25B,67178,Modern Philosophy,Lecture,1,Hannah Ginsborg,Mon Wed Fri 11:00a-12:00p,26,200,20,187,93.5,93.5,0,Week 04
2013 Spring,Philosophy,100,67205,Phil Methods,Lecture,1,Barry Stroud,Tue 02:00p-04:00p,28,50,10,46,92,92,1,Week 04
2013 Spring,Philosophy,104,67232,Ethical Theories,Lecture,1,Richard Wallace,Mon Wed Fri 11:00a-12:00p,16,95,10,80,84.21053,84.21053,0,Week 04
2013 Spring,Philosophy,110,67247,Aesthetics,Lecture,1,Robert Noe,Mon Wed Fri 02:00p-03:00p,17,43,10,43,100,100,0,Week 04
2013 Spring,Philosophy,112,67255,Special Topics,Lecture,1,Hannah Ginsborg,Tue 01:00p-04:00p,3,12,5,8,66.66667,66.66667,0,Week 04
2013 Spring,Philosophy,122,67256,Theory Of Knowledge,Lecture,1,Markus Gabriel,Mon Wed Fri 10:00a-11:00a,31,50,0,47,94,94,0,Week 04
2013 Spring,Philosophy,125,67265,Metaphysics,Lecture,1,Barry Stroud,Tue Thu 11:00a-12:30p,30,48,10,42,87.5,87.5,0,Week 04
2013 Spring,Philosophy,128,67274,Phil Of Science,Lecture,1,Sherrilyn Roush,Tue Thu 11:00a-12:30p,2,44,10,29,65.90909,65.90909,0,Week 04
2013 Spring,Philosophy,132,67283,Philosophy Of Mind,Lecture,1,John Searle,Tue Thu 09:30a-11:00a,100,132,15,120,90.90909,90.90909,1,Week 04
2013 Spring,Philosophy,135,67304,Theory Of Meaning,Lecture,1,John Macfarlane,Tue Thu 12:30p-02:00p,71,52,25,48,92.30769,92.30769,1,Week 04
2013 Spring,Philosophy,141,67313,Phil Game Theory,Lecture,1,Lara Buchak,Mon Wed Fri 03:00p-04:00p,28,46,10,37,80.43478,80.43478,0,Week 04
2013 Spring,Philosophy,146,67322,Phil Of Mathematics,Lecture,1,Paolo Mancosu,Mon Wed Fri 11:00a-12:00p,14,42,15,41,97.61905,97.61905,0,Week 04
2013 Spring,Philosophy,161,67340,Aristotle,Lecture,1,Klaus Corcilius,Tue Thu 02:00p-03:30p,12,43,10,36,83.72093,83.72093,0,Week 04
2013 Spring,Philosophy,163,67331,Spec Top Greek Phil,Lecture,1,Timothy Clarke,Mon Wed Fri 12:00p-01:00p,8,20,8,17,85,85,0,Week 04
2013 Spring,Philosophy,181,67349,Hegel,Lecture,1,Markus Gabriel,Mon Wed Fri 02:00p-03:00p,7,35,8,22,62.85714,62.85714,0,Week 04
2013 Spring,Philosophy,183,67358,Schopenhau/Nietzsch,Lecture,1,Katharina Kaiser,Tue Thu 11:00a-12:30p,29,28,20,28,100,100,5,Week 04
2013 Spring,Philosophy,186B,67361,Later Wittgenstein,Lecture,1,Hans Sluga,Tue Thu 02:00p-03:30p,24,48,10,44,91.66667,91.66667,0,Week 04
2013 Spring,Philosophy,187,67370,Special Topics,Lecture,1,Timothy Crockett,Mon Wed Fri 12:00p-01:00p,1,16,8,12,75,75,0,Week 04
2013 Spring,Philosophy,187,67372,Special Topics,Lecture,2,Hans Sluga,Tue Thu 09:30a-11:00a,2,13,5,11,84.61538,84.61538,0,Week 04
2013 Spring,Philosophy,188,67373,Phenomenology,Lecture,1,Hubert Dreyfus,Tue Thu 11:00a-12:30p,39,45,15,42,93.33333,93.33333,0,Week 04
2013 Spring,Philosophy,190,67381,Proseminar,Lecture,1,John Macfarlane,Tue Thu 09:30a-11:00a,4,15,5,7,46.66667,46.66667,0,Week 04
2013 Spring,Philosophy,290,67499,Seminar,Seminar,2,John Campbell,Thu 02:00p-04:00p,0,20,10,11,55,55,0,Week 04
2013 Spring,Philosophy,290,67502,Seminar,Seminar,3,Klaus Corcilius,Wed 02:00p-04:00p,0,20,20,4,20,20,0,Week 04
2013 Spring,Philosophy,290,67505,Seminar,Seminar,4,Alexander Madva,Tue 04:00p-06:00p,0,20,20,4,20,20,0,Week 04
2013 Spring,Philosophy,290,67508,Seminar,Seminar,5,John Searle,Tue 02:00p-04:00p,0,20,20,7,35,35,0,Week 04
2013 Spring,Philosophy,290,67511,Seminar,Seminar,6,Richard Wallace,Mon 02:00p-04:00p,0,20,20,6,30,30,0,Week 04
2013 Spring,Philosophy,290,67514,Seminar,Seminar,7,Daniel Warren,Fri 03:00p-05:00p,0,20,20,4,20,20,0,Week 04
2013 Spring,Philosophy,295,67520,Dissertation Sem,Seminar,1,Sherrilyn Roush,Thu 06:00p-08:00p,0,14,14,4,28.57143,28.57143,0,Week 04
2013 Spring,Statistics,2,87303,Intro To Stat,Lecture,1,Anindita Adhikari,Mon Wed Fri 11:00a-12:00p,148,300,60,285,95,95,7,Week 04
2013 Spring,Statistics,2,87342,Intro To Stat,Lecture,2,Roger Purves,Tue Thu 02:00p-03:30p,0,150,60,146,97.33333,97.33333,0,Week 04
2013 Spring,Statistics,20,87381,Intro Prob Stat Cal,Lecture,1,Noureddine El Karoui,Tue Thu 09:30a-11:00a,86,150,60,139,92.66667,92.66667,2,Week 04
2013 Spring,Statistics,20,87402,Intro Prob Stat Cal,Lecture,2,Howard D'Abrera,Tue Thu 11:00a-12:30p,208,150,40,148,98.66667,98.66667,3,Week 04
2013 Spring,Statistics,21,87432,Intro Prob Stat Bus,Lecture,1,Fletcher Ibser,Mon Wed Fri 10:00a-11:00a,70,250,80,232,92.8,92.8,11,Week 04
2013 Spring,Statistics,W21,87479,Intro Prob Stat Bus,Web-Based Lecture,1,Shobhana Murali Stoyanov,,5,32,0,20,62.5,62.5,0,Week 04
2013 Spring,Statistics,C79,87960,Risks And The Law,Lecture,1,David Wagner; Jasjeet Sekhon; Philip Stark,Tue Thu 02:00p-03:30p,1,33,0,19,57.57576,57.57576,0,Week 04
2013 Spring,Statistics,97,87480,Field Study In Stat,Field Work,1,Fletcher Ibser,,0,1,5,1,100,100,0,Week 04
2013 Spring,Statistics,98,87483,Directed Group Stdy,Directed Group Study,1,David Phillips; Fletcher Ibser,Tue 05:00p-07:00p,0,10,150,6,60,60,0,Week 04
2013 Spring,Statistics,98,87486,Directed Group Stdy,Directed Group Study,2,Adrian Robles; Andrew Zhao; Benjamin Natter; David Aldous; Kentaro Mayr,Wed 06:00p-08:00p,1,50,60,43,86,86,0,Week 04
2013 Spring,Statistics,98,87489,Directed Group Stdy,Directed Group Study,3,David Brillinger; Eric Chen; Leslie Moor,Thu 05:00p-07:00p,1,10,10,4,40,40,0,Week 04
2013 Spring,Statistics,131A,87492,Prob Stat Life Sci,Lecture,1,Howard D'Abrera,Tue Thu 08:00a-09:30a,107,175,40,167,95.42857,95.42857,0,Week 04
2013 Spring,Statistics,133,87510,Computing Data,Lecture,1,Haiyan Huang,Tue Thu 02:00p-03:30p,234,91,25,91,100,100,15,Week 04
2013 Spring,Statistics,134,87522,Concepts Of Prob,Lecture,1,Allan Sly,Mon Wed Fri 10:00a-11:00a,102,100,30,100,100,100,2,Week 04
2013 Spring,Statistics,134,87525,Concepts Of Prob,Lecture,2,Yun Song,Tue Thu 11:00a-12:30p,127,100,30,99,99,99,5,Week 04
2013 Spring,Statistics,134,87528,Concepts Of Prob,Lecture,3,Michael Klass,Tue Thu 12:30p-02:00p,120,40,15,40,100,100,2,Week 04
2013 Spring,Statistics,135,87546,Concepts Of Stat,Lecture,1,Shobhana Murali Stoyanov,Mon Wed Fri 09:00a-10:00a,123,99,14,99,100,100,13,Week 04
2013 Spring,Statistics,150,87558,Stochastic Process,Lecture,1,James Pitman,Mon Wed Fri 11:00a-12:00p,120,60,100,60,100,100,5,Week 04
2013 Spring,Statistics,153,87585,Intro Time Series,Lecture,1,Adityanand Guntuboyina,Tue Thu 03:30p-05:00p,54,60,5,58,96.66667,96.66667,5,Week 04
2013 Spring,Statistics,154,87594,Stat Predict Mach/L,Lecture,1,Johann Gagnon-Bartsch,Tue Thu 09:30a-11:00a,101,60,24,60,100,100,6,Week 04
2013 Spring,Statistics,155,87603,Game Theory,Lecture,1,Elchanan Mossel,Mon Wed 06:30p-08:00p,180,60,16,58,96.66667,96.66667,9,Week 04
2013 Spring,Statistics,158,87611,Dsgn Of Experiments,Lecture,1,Elizabeth Purdom,Tue Thu 12:30p-02:00p,39,61,1,61,100,100,1,Week 04
2013 Spring,Statistics,197,87621,Field Study In Stat,Field Work,1,Allan Sly,,0,1,1,1,100,100,0,Week 04
2013 Spring,Statistics,198,87626,Directed Group Stdy,Directed Group Study,1,David Phillips; Fletcher Ibser,Tue 05:00p-07:00p,0,30,1,16,53.33333,53.33333,0,Week 04
2013 Spring,Statistics,198,87627,Directed Group Stdy,Directed Group Study,2,Adrian Robles; Andrew Zhao; Benjamin Natter; David Aldous; Kentaro Mayr,Wed 06:00p-08:00p,0,50,80,44,88,88,0,Week 04
2013 Spring,Statistics,198,87630,Directed Group Stdy,Directed Group Study,3,David Brillinger; Eric Chen; Leslie Moor,Thu 05:00p-07:00p,1,40,35,30,75,75,0,Week 04
2013 Spring,Statistics,C205B,87645,Prob Theory,Lecture,1,Steven Evans,Tue Thu 09:30a-11:00a,0,25,15,6,24,24,0,Week 04
2013 Spring,Statistics,C206B,87648,Stochastic Process,Lecture,1,David Aldous,Mon Wed Fri 01:00p-02:00p,0,20,10,11,55,55,0,Week 04
2013 Spring,Statistics,210B,87651,Theoretical Stat,Lecture,1,Peter Bartlett,Tue Thu 11:00a-12:30p,0,40,10,13,32.5,32.5,0,Week 04
2013 Spring,Statistics,215B,87654,Stat Mod: Thr & Apl,Lecture,1,Jon Mcauliffe,Tue Thu 02:00p-03:30p,0,40,10,11,27.5,27.5,0,Week 04
2013 Spring,Statistics,222,87659,Ma-Stt Capstone,Seminar,1,David Goldschmidt; Philip Stark,Tue Thu 09:00a-11:00a,0,5,0,5,100,100,0,Week 04
2013 Spring,Statistics,230A,87660,Linear Models,Lecture,1,Fletcher Ibser,Mon Wed Fri 12:00p-01:00p,7,30,10,24,80,80,0,Week 04
2013 Spring,Statistics,232,87666,Experimental Design,Lecture,1,Ching-Shui Cheng,Tue Thu 11:00a-12:30p,0,30,10,15,50,50,0,Week 04
2013 Spring,Statistics,C241B,87672,Adv Learn & Decisn,Lecture,1,Elchanan Mossel,Mon Wed 04:00p-05:30p,21,15,15,11,73.33333,73.33333,0,Week 04
2013 Spring,Statistics,C245A,87677,Adv Categ Data Anal,Lecture,1,Marco Carone; Sandrine Dudoit,Tue Thu 12:30p-02:00p,0,12,5,6,50,50,0,Week 04
2013 Spring,Statistics,C245E,87678,Stat Genomics,Lecture,1,Haiyan Huang; Rasmus Nielsen,Tue Thu 09:30a-11:00a,0,20,5,7,35,35,0,Week 04
2013 Spring,Statistics,C247C,87683,Longitud Data Analy,Lecture,1,Alan Hubbard,Tue Thu 09:30a-11:00a,12,20,6,20,100,100,0,Week 04
2013 Spring,Statistics,248,87684,Time Series,Lecture,1,David Brillinger,Tue Thu 02:00p-03:30p,9,40,10,31,77.5,77.5,3,Week 04
2013 Spring,Statistics,C249A,87689,Cens Longitud Data,Lecture,1,Mark Van Der Laan,Tue Thu 02:00p-03:30p,0,25,5,1,4,4,0,Week 04
2013 Spring,Statistics,260,87690,Topics Prob & Stat,Lecture,1,Cari Kaufman,Tue Thu 12:30p-02:00p,0,30,5,9,30,30,0,Week 04
2013 Spring,Statistics,260,87693,Topics Prob & Stat,Lecture,2,Lisa Goldberg; Robert Anderson,Mon Wed Fri 11:00a-12:00p,15,30,15,16,53.33333,53.33333,0,Week 04
2013 Spring,Statistics,C261,87696,Quant/Stat Research,Lecture,1,Leo Goodman,Tue 12:00p-02:00p,0,10,5,1,10,10,0,Week 04
2013 Spring,Statistics,272,87699,Consulting,Session,1,Elizabeth Purdom,Wed 10:00a-12:00p,2,10,5,4,40,40,0,Week 04
2013 Spring,Statistics,278B,87702,Stat Seminars,Seminar,1,Adityanand Guntuboyina,Wed 04:00p-05:00p,0,36,5,1,2.777778,2.777778,0,Week 04
2013 Spring,Statistics,278B,87705,Stat Seminars,Seminar,3,Allan Sly,Wed 03:00p-04:00p,0,36,5,7,19.44444,19.44444,0,Week 04
2012 Spring,Computer Science,3S,26246,Intro Symbolic Prog,Self-paced,1,Daniel Garcia,,15,1,,1,100,100,1,Week 04
2012 Spring,Computer Science,9A,26203,Programmers' Matlab,Self-paced,1,Daniel Garcia,,0,75,,24,32,32,0,Week 04
2012 Spring,Computer Science,9C,26209,Programmers' C,Self-paced,1,Daniel Garcia,,0,75,,22,29.33333,29.33333,0,Week 04
2012 Spring,Computer Science,9E,26215,Productive Unix Use,Self-paced,1,Daniel Garcia,,19,120,,85,70.83333,70.83333,0,Week 04
2012 Spring,Computer Science,9F,26218,Programmers' C++,Self-paced,1,Daniel Garcia,,4,75,,48,64,64,0,Week 04
2012 Spring,Computer Science,9G,26221,Programmers' Java,Self-paced,1,Daniel Garcia,,0,75,,38,50.66667,50.66667,0,Week 04
2012 Spring,Computer Science,9H,26224,Programmers' Python,Self-paced,1,Daniel Garcia,,0,150,,91,60.66667,60.66667,0,Week 04
2012 Spring,Computer Science,10,26227,Beauty Joy Computng,Lecture,1,Daniel Garcia,Mon Wed 02:00p-03:00p; Mon Wed 03:00p-04:00p,64,256,,238,92.96875,92.96875,0,Week 04
2012 Spring,Computer Science,39P,26254,Fresh/Soph Seminar,Seminar,1,Brian Barsky,Tue 12:00p-02:00p,79,15,,11,73.33333,73.33333,1,Week 04
2012 Spring,Computer Science,47B,26260,Supl Data Structure,Self-paced,1,Daniel Garcia,,16,22,,20,90.90909,90.90909,1,Week 04
2012 Spring,Computer Science,47C,26263,Supl Mach Structure,Self-paced,1,Daniel Garcia,,2,20,,1,5,5,0,Week 04
2012 Spring,Computer Science,61A,26266,Str Interp Cmp Prgs,Lecture,1,Paul Hilfinger,Mon Wed Fri 04:00p-05:00p,105,540,,391,72.40741,72.40741,0,Week 04
2012 Spring,Computer Science,61AS,26219,Str Interp Comp Prg,Laboratory,1,Brian Harvey,Mon 09:00a-11:00a; Wed Fri 09:00a-11:00a,35,26,,26,100,100,0,Week 04
2012 Spring,Computer Science,61AS,26222,Str Interp Comp Prg,Laboratory,2,Brian Harvey,Mon 11:00a-01:00p; Wed Fri 11:00a-01:00p,29,23,,23,100,100,2,Week 04
2012 Spring,Computer Science,61B,26335,Data Structures,Lecture,1,Jonathan Shewchuk,Mon Wed Fri 02:00p-03:00p,224,575,,575,100,100,8,Week 04
2012 Spring,Computer Science,61C,26392,Machine Structures,Lecture,1,David Patterson,Tue Thu 09:30a-11:00a,0,288,,263,91.31944,91.31944,0,Week 04
2012 Spring,Computer Science,70,26449,Discrete Math&Prob,Lecture,1,Alistair Sinclair,Tue Thu 08:00a-09:30a,151,321,,321,100,100,0,Week 04
2012 Spring,Computer Science,97,26228,Field Study,Field Work,200,Daniel Garcia,,0,31,,15,48.3871,48.3871,0,Week 04
2012 Spring,Computer Science,97,26231,Field Study,Field Work,201,Paul Hilfinger,,0,30,,2,6.666667,6.666667,0,Week 04
2012 Spring,Computer Science,97,26234,Field Study,Field Work,202,David Patterson,,0,30,,4,13.33333,13.33333,0,Week 04
2012 Spring,Computer Science,97,26237,Field Study,Field Work,203,Jonathan Shewchuk,,0,30,,3,10,10,0,Week 04
2012 Spring,Computer Science,98,26473,Directed Group Stdy,Directed Group Study,1,Daniel Garcia,Tue Thu 05:00p-07:00p,30,40,,24,60,60,0,Week 04
